,timestamp,value,anomaly_score,label
0,2017-12-02 08:00:00,1.8585266601354533,0.0,0.0
1,2017-12-02 09:00:00,2.2177815139912127e-12,0.0,0.0
2,2017-12-02 10:00:00,-2.3305187182967853,0.0,0.0
3,2017-12-02 11:00:00,-4.99152678042514,0.0,0.0
4,2017-12-02 12:00:00,-7.818314824677866,0.0,0.0
5,2017-12-02 13:00:00,-10.634168248691036,0.0,0.0
6,2017-12-02 14:00:00,-13.26238774315689,0.0,0.0
7,2017-12-02 15:00:00,-15.538309804147175,0.0,0.0
8,2017-12-02 16:00:00,-17.320508075686696,0.0,0.0
9,2017-12-02 17:00:00,-18.500412197936054,0.0,0.0
10,2017-12-02 18:00:00,-19.00968867902424,0.0,0.0
11,2017-12-02 19:00:00,-18.824880821591506,0.0,0.0
12,2017-12-02 20:00:00,-17.968991524287325,0.0,0.0
13,2017-12-02 21:00:00,-16.50990111494923,0.0,0.0
14,2017-12-02 22:00:00,-14.555728057863936,0.0,0.0
15,2017-12-02 23:00:00,-12.247448713916862,0.0,0.0
16,2017-12-03 00:00:00,-9.749279121822045,0.0,0.0
17,2017-12-03 01:00:00,-7.237474281309654,0.0,0.0
18,2017-12-03 02:00:00,-4.888308262251447,0.0,0.0
19,2017-12-03 03:00:00,-2.866054287069053,0.0,0.0
20,2017-12-03 04:00:00,-1.3117839339680195,0.0,0.0
21,2017-12-03 05:00:00,-0.33374878499433436,0.0,0.0
22,2017-12-03 06:00:00,0.0,0.0,0.0
23,2017-12-03 07:00:00,-0.3337487849932046,0.0,0.0
24,2017-12-03 08:00:00,-1.3117839339658346,0.0,0.0
25,2017-12-03 09:00:00,-2.8660542870660253,0.0,0.0
26,2017-12-03 10:00:00,-4.88830826224774,0.0,0.0
27,2017-12-03 11:00:00,-7.237474281305418,0.0,0.0
28,2017-12-03 12:00:00,-9.74927912181777,0.0,0.0
29,2017-12-03 13:00:00,-12.24744871391274,0.0,0.0
30,2017-12-03 14:00:00,-14.555728057860081,0.0,0.0
31,2017-12-03 15:00:00,-16.50990111494623,0.0,0.0
32,2017-12-03 16:00:00,-17.968991524285222,0.0,0.0
